Rating,Review,concert_review
2,주차된 차도 많고 줄 서서 먹음. 순대는 맛있으나 순댓국에 들어간 고기에서 잡내가 남. 맛은 평탄. 극찬할 맛 집이 아닌데 줄 서서 먹는 것이 이해가 잘 가지 않음.,"차가 많아 주차하는 데 어려움이 있었고, 줄을 서서 음식을 받아야 했다. 소시지는 맛이 괜찮았지만, 국물 안에 있던 고기에서는 약간 불쾌한 냄새가 났다. 전체적인 맛은 특별히 뛰어나지 않았다. 이렇게 사람들이 줄 서서 관람하는 이유가 잘 납득이 되지 않았다."
1,맛있어요 항상 가는 단골이에요. 냄새도 안 나고 구수해요.,"항상 방문하는 곳인데, 공연의 분위기가 정말 좋았어요. 불쾌한 냄새 없이 편안한 느낌이 계속 이어져서 즐거웠습니다."
1,"자리가 많아 웨이팅이 별로 없고, 회전율이 빠른 편입니다. 개인적으로 순대보단 수육이 더 맛있었습니다. 수육의 식감은 매우 부드러운 편이고, 순대도 상당히 부드러운 식감이지만, 함경도식 스타일은 저에게 안 맞는 것 같습니다. 순댓국은 무난하게 맛있는 편이며, 다진 양념 안에 들어가 있습니다. 국밥이 상당히 무거운 편이라 한 그릇으로도 든든하실 수 있을 것 같습니다.","좌석이 넉넉해서 대기 시간이 짧았고, 입장 속도도 빠른 편이었어요. 개인적으로는 특별한 간식보다도 부드러운 고기 요리가 더 마음에 들었습니다. 그 고기의 식감이 매우 연하고, 간식도 부드러웠지만 특정 지역식 스타일은 제 취향과는 맞지 않았던 것 같아요. 제공된 국물 요리는 적당히 맛있었고, 다진 양념과 함께 나왔습니다. 전체적으로 식사가 꽤 든든해서 한 끼로 충분히 만족스러웠습니다."
1,구수하고 깔끔한 잡내가 없는 순대국밥은 항상 기대를 저버리지 않는다. 정식 주문 시 작은 접시에 각종 부위의 고기와 찰진 순대는 단연 강추다.,진한 맛과 깔끔한 뒷맛이 어우러진 공연은 늘 실망시키지 않는다. 정규 공연을 관람할 때 다양한 무대 구성과 뛰어난 연기력은 꼭 추천할 만하다.
1,송파구 터줏대감 같은 순댓국집이죠! 순댓국도 맛있고 오후에만 주문 가능한 순대곱창볶음도 뒤지지 않아요,"이 동네에 오래 자리 잡은 순댓국 전문 식당이에요! 순댓국 맛이 아주 뛰어나고, 오후 시간에만 시킬 수 있는 순대와 곱창 볶음도 정말 맛있답니다."
2,유명세에 비해 순대 맛은 그저 그런 순대 속이 그냥 당면이다,"널리 알려진 만큼의 기대에 비해, 그곳에서 먹은 순대의 맛은 평범했으며, 속재료가 단순히 당면으로만 채워져 있었다."
1,식사 술안주 모두 적합 친절하고 맛있어서 만족합니다 주차도 용이하고 편리합니다,"음식과 술안주가 모두 잘 어울렸고, 서비스도 친절하며 맛이 뛰어나 매우 만족스러웠습니다. 주차 공간도 넉넉해서 편리하게 이용할 수 있었습니다."
1,"주차가 편리하여 좋고, 고기가 부드럽고 맛이 있습니다.","주차 공간이 넉넉해서 편안하게 이용할 수 있었고, 공연이 매우 감미롭고 즐거웠습니다."
1,"송파에서 특히 가락시장 인근 유명한 집이라 저녁식사시간에 대기인원이 많았다. 주차는 발레를 1,000원에 자율적 비용으로 서비스해준 것이 가장 좋았고 음식은.. 특히 순대 국밥은 개인적으로는 좀 느끼했음 국물이. 그렇지만 모둠 수육은 아주 예쁘게 플레이팅되어 나온다. 맛도 좋음. 개인적인 취향이지만 순대국밥은 왠지 느끼함. 대부분 막걸리와 모둠 수육 순대국밥을 세트로 시키는 듯. 재미있는 집","송파구 가락시장 근처에서 매우 유명한 곳이라 콘서트 전후 저녁 시간에 웨이팅이 길었다. 주차 서비스로 발레파킹을 자율적으로 1,000원에 제공해준 점이 가장 만족스러웠다. 음식 중에서는 특히 순대 국밥의 국물이 개인적으로 느끼하게 느껴졌다. 하지만 모둠 수육은 플레이팅도 매우 깔끔하고 맛도 훌륭했다. 개인적인 취향으로는 순대 국밥이 다소 느끼했지만, 많은 사람들이 막걸리와 모둠 수육, 그리고 순대 국밥을 함께 시켜 즐기는 것 같아 흥미로웠다. 전반적으로 독특한 매력을 가진 장소였다."
1,맑은 돼지 국물. 사실 국물은 밍밍하지만 다진 양념을 풀어먹으면 약간의 조미료 냄새와 시원 텁텁한 맛이 난다. 머리고기가 푸짐하다. 순댓국은 평범하지만 찹쌀순대는 역대 먹어본 순대 중 제일. 피가 들어가지 않은 하얀 순대에서 나는 후추 냄새가 아주 좋다. 경상도식으로 쌈장 청양고추 순대 조합해 먹어도 맛있다. 진득한 찹쌀과 탱탱한 당면이 만들어내는 식감이 일품. 함경도 가고 싶다.,"맑고 깨끗한 국물이 인상적이었다. 국물 자체는 다소 심심한 편이지만, 다진 양념을 풀어 넣으니 약간의 조미료 향과 함께 시원하면서도 텁텁한 맛이 느껴졌다. 돼지 머리고기가 푸짐하게 들어 있어 만족스러웠다. 순댓국은 특별한 점은 없었지만, 찹쌀순대는 지금껏 먹어본 순대 중에서 최고였다. 피가 들어가지 않은 흰 순대에서 나는 후추 향이 매우 좋았다. 경상도 스타일로 쌈장과 청양고추와 함께 순대를 먹는 것도 맛있었다. 쫀득한 찹쌀과 탱글한 당면이 어우러져 식감이 훌륭했다. 언젠가 함경도에 꼭 가보고 싶다는 생각이 들었다."
2,"오래되고 유명하다고 해서 가봤는데, 순댓국 맛은 보통이었어요. 직원분들이 많고 친절하셨고, 위생관리가 잘 되는 듯했어요 발레 주차가 되는 점도 편리하고. 그래도 내 입에는 유명세에 비해 맛이 너무 보통이었어서 별 세 개만. 다른 메뉴는 어떨지 몰라도, 순댓국 먹으러 또 가고 싶은 생각은 크게 안 드네요.","오랫동안 알려진 공연장이라 방문해 보았는데, 무대 연출은 특별하지 않게 느껴졌어요. 스태프들이 많고 친절해서 서비스는 좋았고, 시설 관리도 깔끔하게 이루어지는 것 같았어요. 발레 주차 서비스 덕분에 접근성이 편리한 점도 장점이었고요. 그렇지만 제 취향에는 공연 내용이 기대에 미치지 못해 별 세 개만 주고 싶네요. 다른 공연은 어떨지 모르겠지만, 이 공연을 다시 보러 가고 싶은 마음은 크지 않아요."
2,"찹쌀순대 좋아해서 가는 곳, 동네에선 예전부터 유명했던 곳이다. 사실 맛이 특별하게 맛있지는 않다 맛없지도 않고 먹을만한 곳. 지금이야 여러 순댓국 체인이 생겨서 순댓국 맛이 보편화되어 있기 때문에 더욱 이곳이 특별한 이유를 찾기 힘들어졌다","좋아하는 찹쌀순대를 먹으러 자주 가던 곳인데, 동네에서는 오래전부터 꽤 알려진 곳이다. 솔직히 말하자면 음식이 엄청나게 맛있는 편은 아니고, 그렇다고 맛없는 것도 아니어서 무난하게 즐길 만한 곳이다. 요즘은 순대국을 전문으로 하는 가게들이 많이 생겨서 순대국 맛이 점점 평준화되다 보니, 이곳만의 특별한 매력을 찾기가 예전보다 어려워진 것 같다."
1,진득한 국물을 쭉 들이켜면 입술이 쩍 들러붙는 기름진 맛. 이 맛에 먹죠. 고기 건더기가 푸짐해서 배 두드리며 먹을 수 있는 최애 맛집  한국순대의 깔끔한 스타일도 좋지만 내 입맛에는 이게 더 맞음,"진한 육수 한 모금 마시면 입가에 기름기가 감도는 고소한 맛이 퍼져요. 이 맛 때문에 자꾸 찾게 돼요. 푸짐한 고기 양 덕분에 배가 든든해질 때까지 즐길 수 있는 최고의 장소예요. 깔끔한 스타일의 다른 음식도 좋지만, 개인적으로는 이 맛이 더 잘 맞습니다."
0,그냥 좀 후회되었어요 자리 앉아서 주문하려는데 몇 번을 불러도 안 오시고 주문했는데 바쁘지 않았는데 10분 걸렸나요 혼자 가서 그러셨나 싶을 정도 무심함 맛은 평범,"조금 아쉬운 마음이 들었어요. 공연장 자리에 앉아서 음료 주문하려고 했는데, 몇 번을 불러도 스태프가 오지 않더라고요. 바쁘지 않은 시간대였는데도 주문하고 나서 음식이 나오기까지 거의 10분은 걸린 것 같아요. 혼자 온 관객이라서 그런 건가 싶을 정도로 무심한 느낌이었어요. 공연 자체는 무난했어요."
0,"소문에 비해 음식 맛 별로임, 김치, 부추, 풋고추 등 안 주고 들깨가루 고추 양념 미리 넣어 취향대로 못 먹음. 더욱이 국물은 한약재를 우려낸 맛!!","기대했던 것보다 음식 맛이 별로였어요. 기본 반찬인 김치나 부추, 풋고추도 제공되지 않았고, 들깨가루와 고추 양념이 미리 섞여 있어서 내 입맛대로 조절할 수가 없었어요. 게다가 국물 맛은 마치 한약재를 우려낸 듯한 느낌이라 많이 당황스러웠습니다."
1,충분히 맛있는 순대국밥을 먹을 수 있고 혼자 혹은 소수의 인원으로도 정식을 골라 머리고기 등을 맛있게 즐길 수 있다.,혼자 또는 적은 인원과 함께 관람해도 정식 프로그램을 선택해 다양한 무대와 공연을 맛깔나게 즐길 수 있었다.
1,초등학교 때부터 가기 시작해서 지금까지 10년 넘게 가고 있는 집입니다. 로컬들은 다 알고 있는 맛집,"어릴 적부터 꾸준히 다닌 곳인데, 벌써 10년 넘게 공연을 관람해왔습니다. 지역 사람들 사이에서는 이미 유명한 명소입니다."
1,거의 늘 정식 먹음 구성비 꽤 괜찮은 편 맛도 괜찮고 집 근처라서 퇴근하고 종종 감,"거의 항상 제대로 준비된 공연이라서 만족도가 꽤 높았다. 음악도 좋고, 집 근처라 퇴근 후에 가끔씩 찾게 된다."
1,자주 가는 순댓국집인데 고기가 많고 김치가 만 있어서 더욱 맛있어요.,"자주 찾는 국밥집인데, 고기가 푸짐하고 김치도 넉넉하게 나와서 더 맛있게 먹었어요."
1,맛있습니다 순댓국 맛집 많지만 제 입맛에는 여기가 제일!!,"여러 곳에서 순댓국을 먹어봤지만, 개인적으로 이곳이 가장 입맛에 잘 맞았어요!"
0,후기 보고 갔으나 내 인생 최악의 순댓국 다신 안감,"후기를 보고 기대를 했는데, 내 인생 최악의 콘서트 경험이었다. 다시는 가지 않을 것이다."
1,또 가고 싶다 맛있어,"다시 한 번 가고 싶은 멋진 공연이었고, 정말 즐거웠다."
0,오래된 맛 집이나 순대나 고기에서 냄새가 날 때가 있고 가격에 비해 퀄리티가 괜찮은지는 의문,"오래된 식당에서 순대나 고기를 먹을 때 가끔 냄새가 나서 아쉬웠고, 가격에 비해 음식의 질이 그렇게 뛰어나 보이지는 않았다."
2,"다른 순댓국집보다 건더기 양은 푸짐하였으나, 맛 집까지는 ... 잘 모르겠네요","다른 순댓국집에 비해 고기 양이 넉넉한 편이었지만, 최고의 공연장이라고 하기에는 조금 아쉬운 느낌이었습니다."
1,"송파 토박이 주민이 추천한 곳! 모든 메뉴가 흠잡을 데 없고 족발은 저녁에만 판매. 점심엔 족발 테이크아웃도 안 됨. 깔끔하고 잡내 없는 족발, 겉바속촉! 바삭하고 간이 약해 부담스럽지 않은 탕수육, 불 맛 제대로! 탱탱한 면발에 푸짐하고 짜지 않은 짬뽕 간이 과하지 않고 매콤하게 맛있는 마파두부밥 단, 맥질이 일 경우 꽤 매움 모든 메뉴가 맛있네요 평일 저녁엔 웨이팅 있는 편. 주말엔 없는 편인 듯 중식을 좋아하지 않아도 맛있는 곳! 주차는 가게 앞에 몇 대 만 가능해서 경찰병원에 주차하는 게 편합니다.","지역 주민이 강력히 추천한 콘서트 관람 후기입니다! 모든 공연 요소가 흠잡을 데 없었고, 특별한 무대는 저녁 시간에만 선보였습니다. 낮에는 일부 프로그램이나 굿즈 테이크아웃이 불가능했어요. 깔끔하고 불쾌한 냄새 없이 진행된 무대, 겉은 화려하고 속은 감동적이었습니다! 감미로운 멜로디와 부담 없이 즐길 수 있는 리듬, 불꽃이 제대로 살아있는 퍼포먼스가 인상적이었죠. 탱글탱글한 음향과 풍성하면서도 과하지 않은 밸런스, 매콤한 에너지가 느껴지는 중간 무대도 좋았습니다. 단, 음향 볼륨이 과하면 꽤 강렬할 수 있지만 모든 공연이 수준 높았어요. 평일 저녁 시간에는 관객들이 몰려 대기하는 편이고, 주말에는 비교적 여유로웠던 것 같습니다. 공연 장르에 관심이 많지 않아도 충분히 즐길 만한 곳이었고, 주차 공간은 공연장 앞에 몇 대밖에 없어서 인근 공영 주차장을 이용하는 것이 편리했습니다."
1,"낮에는 식사류 짬뽕, 마파 밥, 볶음밥 등 저녁에는 족발 등의 안주류 워낙 유명한 지역 맛 집이라서 극강의 웨이팅 코로나 상황에서도 여전한 웨이팅 짬뽕은 불 맛이 강하고, 육수의 진득함이 있음. 저녁 5시 이후 족발은 가히 업계 최강으로 웨이팅 보람? 을 느끼게 해줌","낮 공연에서는 다양한 음식 메뉴가 제공되어 맛볼 수 있었고, 저녁 공연 때는 특히 인기 있는 안주가 많은 곳이라서 긴 대기 시간이 있었다. 코로나 상황임에도 불구하고 여전히 많은 사람들이 몰려 감탄을 자아냈다. 음식은 강렬한 불향과 풍부한 육수 맛이 돋보였으며, 저녁 5시 이후에 맛본 안주는 공연의 피로를 잊게 해줄 만큼 최고의 경험을 선사했다. 긴 기다림이 전혀 아깝지 않은 순간이었다."
1,코로나 이후 처음 웨이팅 한 것 같아요 기대만큼 맛있고 푸짐했어요  개인적으로 마파두부밥은 특유의 향신료 맛이 강해서 입맛에 안 맞았지만 짬뽕이랑 탕수육이 너무 맛있습니다!,"코로나 이후로 오랜만에 줄 서서 기다렸는데, 기대한 만큼 공연도 훌륭하고 분위기도 풍성했어요. 개인적으로는 한 곡의 특유한 리듬이 제 취향과는 맞지 않았지만, 다른 두 곡은 정말 인상적이고 즐거웠습니다!"
2,직장 형님의 강력한 추천으로 점심시간에 차 막히는 도로를 뚫고 1시간을 달려 도착한 중국집. 형님에게는 죄송하지만 굳이 1시간 동안 먹으러 올 이유는 없는 것 같아요.,"직장 동료의 강력한 권유로, 점심시간 교통 체증을 뚫고 1시간을 달려 간 콘서트장. 동료에게 미안하지만, 개인적으로는 굳이 1시간을 들여서까지 공연을 보러 올 필요는 없다고 생각해요."
1,탕수육 맛 집이라고 해서 찾아갔는데 역시나 돼지 냄새 없이 튀김 상태도 좋고 소스가 자극적이지 않고 자연스러운 맛이네요 일단 양이 너무 푸짐해서 다 못 먹을 정도입니다 거의 오픈 시간에 맞춰갔는데 벌써 대기가 있을 정도로 동네에서 아주 인기 있는 맛 집입니다 단 바삭한 대가 뱅 스타일의 탕수육을 선호한다면 원하는 탕수육이 아닐 수도...,"콘서트 관람 후기로 재서술한 내용은 다음과 같습니다.

---

한 공연장에 공연을 보러 갔는데, 역시나 무대 음향 상태가 아주 깨끗하고 조명도 과하지 않아서 자연스러운 분위기가 느껴졌어요. 특히 좌석이 너무 넉넉해서 편안하게 즐길 수 있었고, 공연 시작 시간 거의 딱 맞춰 도착했는데도 이미 입장 대기줄이 있을 정도로 이 동네에서 인기가 많은 공연이더라고요. 다만, 강렬한 비트와 빠른 템포의 음악을 좋아하는 분들에겐 조금 차분한 스타일의 공연일 수도 있겠다는 생각이 들었습니다."
1,"탕수육대 탕수육 느낌이라기보단 잘 튀겨진 고기튀김으로 봐야 할 듯. 고기는 아주 좋고 매우 잘 튀겨졌다. 파삭한데 아주 쫄깃 파삭하진 않은 포삭? 하다. 쉽게 포삭한 느낌으로 간이 전혀 되지 않은 슴슴한 맛. 전혀 자극적이지 않아 첫 한입보단 마지막 다 먹을 때 느낌 자꾸 손이 간다. 소스 주막이 아니라 자동 띡먹스타일로 따로 나온다. 아주 큰 그릇에 오이 버섯 당근 콩 등이 아주 풍성하게 들어간 달지 않은 소스다. 소스도 튀김과 같이 전혀 달거나 한쪽으로 치우치지 않은 자극적이지 않은 맛이다. 짬뽕 잘 우려진 고기 육수베이스로 해물과 아주 잘 어렸다. 고명으로 돼지고기 풍성하게 올려져 있어 양도 많고 건더기도 부족함이 없다 기대했던 약간은 자극적인 탕수육에는 미흡했으나, 건강하게 맛있게 만든 집 밥 스타일의 탕수육과 짬뽕이다. 양도 매우 많은 편으로 탕수육 대자 남기고 왔다. 대기 많으나 회전율 빠르다","콘서트 관람 후기를 다음과 같이 재서술했습니다:

튀김 요리는 전형적인 탕수육이라기보다는 잘 튀겨진 고기 튀김에 가까웠다. 고기의 질이 뛰어나고 바삭하게 잘 조리되었으며, 바삭함과 쫄깃함이 적절히 어우러져 있었다. 간은 매우 담백하고 자극적이지 않아서 첫 입보다는 끝날 때쯤 더욱 손이 가는 맛이었다. 소스는 따로 제공되어 직접 찍어 먹는 방식인데, 큰 그릇에 오이, 버섯, 당근, 콩 등 다양한 채소가 풍성하게 들어간 달지 않은 소스였다. 이 소스 역시 튀김과 조화를 이루며 자극적이지 않은 순한 맛이었다. 해물과 조화된 국물은 깊고 진한 육수 기반으로 고명에 돼지고기가 넉넉히 올려져 양도 충분했다. 약간 자극적인 맛을 기대했으나, 건강하고 담백한 집밥 느낌의 메뉴였고, 양도 많아 남길 정도였다. 대기 인원은 많았지만 회전율이 빨라 크게 불편함은 없었다."
1," 맛 집 기록 3 오향기 4.0점  5점 만점  가락동에 위치한, 이미 알려질 대로 다 알려진 맛 집. 족발이 제일 유명하고, 기타 메뉴들도 유명한 게 많아서 늘 사람들이 끊이질 않는다. 웨이팅을 피하려면 아예 브레이크 타임 후 여는 시간에 맞춰가는 것이 좋다.  먹어본 메뉴 중에서는 족발이 베스트! 부드럽고 쫄깃쫄깃하다. 마파두부밥도 밥을 부르는 맛. 짬뽕은 솔직히 평범했다. 양은 많았지만..!  전체적으로 음식이 맛있다. 여러 명이서 방문해서 다양한 메뉴를 나눠먹는 것이 좋을 듯하다.","콘서트 관람 후기 3 4.0점  5점 만점

도심 외곽에 위치한, 이미 많은 사람들이 알고 있는 인기 있는 공연장이다. 대표적인 무대가 특히 유명하며, 다양한 공연들이 항상 관객의 발길을 끊이지 않게 한다. 혼잡함을 피하려면 중간 휴식 시간 후에 입장하는 것이 좋다. 내가 본 공연 중에서는 주 무대가 가장 인상 깊었다! 감동적이고 생생한 무대 연출이 돋보였다. 특별 무대도 충분히 흥미로웠지만, 일부 공연은 평범하게 느껴졌다. 관람 인원은 많았지만..! 전반적으로 공연 수준이 뛰어나다. 여러 명이 함께 와서 다양한 무대를 경험하는 것이 최고의 선택일 것이다."
1,점심시간에 줄 서서 먹는 곳이라고 하여 일부러 좀 늦게 1시 조금 넘어갔더니 빈 테이블 두 개 정도 있어서 바로 앉았어요. 원래 오향족발 전문점 같은데 마파두부가 맛있다고 소문났어요. 마파두부 처음 먹었을 때 후추 향이 나더니 삼초 향 같은 게 나다가 먹을수록 말아 향이 은은하게 올라와서 맛있게 먹었습니다. 양이 많아서 둘이 먹고 다른 메뉴 하나 시키는 게 좋을 듯.,"점심시간에 긴 줄이 생긴다는 이야기를 듣고 일부러 공연 시작 직후인 1시 넘어서 도착했더니, 빈 좌석 몇 개가 있어 바로 자리를 잡을 수 있었어요. 원래 그곳은 특정 음식으로 유명하지만, 그곳의 특색 있는 메뉴가 관객들 사이에서 입소문을 타고 있더군요. 처음 맛을 봤을 때는 향신료 냄새가 강하게 느껴졌는데, 시간이 지나면서 점점 은은한 독특한 향이 퍼져서 아주 맛있게 즐길 수 있었어요. 양이 많아 두 사람이 함께 즐기고 나면 다른 공연 요소를 추가로 경험하는 게 좋을 것 같아요."
1,"pm530 방문자 성인 남자 2명 오픈 시간 조금 지나 방문 벌써 13팀이 웨이팅 중 주말이라 더 웨이팅이 길었음 pm650 1시간 20분 웨이팅 후 가게 들어감 오래 기다리는 거 싫어하시면 멘틀이 흔들릴 수 있음 pm710 주문한 마파두부밥, 탕수육 중 나옴  마파두부밥 1인분 시켜서 밥을 추가로 시켜 나눠먹는 거 추천 양이 굉장히 많음 그리고... 숟가락을 내려놓기 힘든 아주 맛있는 마파두부였음 내 생에 최고 마파두부 1010  탕수육 다른 중국집 탕수육보다 확실히 맛있음 마파두부 정도의 감동은 아니지만 탕수육도 상당히 맛있음 910 pm740 싹 다 먹고 계산하고 퇴장 인생 맛 집, 마파두부 상당히 맛있음 추후 재방문의 사 있음 메인 메뉴 오향족발도 먹어볼 예정","오후 5시 30분, 성인 남성 두 명이 공연장에 도착했다. 개장 시간이 조금 지난 시점이었지만 이미 13팀이나 줄을 서 있었고, 주말이라 대기 시간이 평소보다 더 길어졌다. 오후 6시 50분에 한 시간 스무 분 정도 기다린 끝에 입장할 수 있었다. 오래 기다리는 걸 별로 좋아하지 않는 사람은 조금 인내심이 필요할 것이다.

오후 7시 10분, 공연 중 첫 곡과 두 번째 곡이 이어지듯, 주문한 두 가지 메뉴 중 한 가지가 먼저 나왔다. 메인 메뉴는 1인분으로 주문했는데, 추가로 밥을 더 시켜 나눠 먹는 것을 권한다. 양이 정말 많았고, 맛은 너무 좋아서 숟가락을 놓기가 어려울 정도였다. 인생 최고의 맛이었다. 한편 다른 음식도 일반 식당에서 먹던 것보다 확실히 맛이 좋았고, 첫 메뉴만큼은 아니지만 만족스러웠다.

오후 7시 40분, 모든 음식을 다 먹고 계산한 뒤 자리를 떠났다. 인생에서 기억에 남을 맛집이었다. 첫 메뉴의 감동은 아직도 잊지 못하며, 다음 방문 때는 메인 코스 메뉴도 꼭 맛볼 계획이다."
1,"주차는 되지만 거의 안된다고 보면 되고, 웨이팅이 기본적으로 2030분은 된다고 보면 될 것 같습니다. 저녁 시간에는 술과 함께 밥은 먹는 사람들이 많기 때문에 자리가 빠질 확률이 적어 더 기다려야 할 수도 있고요. 족발 맛인 보통 족발 맛입니다. 다만 같이 주는 마늘소스가 족발의 느끼함을 잡아주면서 식감을 돋우어 더 맛있게 해줍니다. 소스가 신의 한 수네요. 그리고 짬뽕은 조금 맵긴 한데, 확 불타오르는 매운맛이 아니라, 은은하게 매운맛이라 매운 걸 좋아하는 사람들에겐 좋을 것 같습니다. 짬뽕에 들어간 해산물들은 신선한 편이고, 또 안에 굴을 넣어서 육수에서 풍부한 맛이 납니다. 짬뽕은 평균 이상입니다.","주차 공간은 있긴 하지만 거의 불가능에 가깝고, 입장 대기 시간은 보통 20분에서 30분 정도 걸리는 편입니다. 특히 저녁 시간대에는 공연 전후로 음료와 음식을 함께 즐기는 관객들이 많아 자리가 잘 비지 않아 대기 시간이 더 길어질 수도 있습니다. 공연장에서 제공되는 간식은 특별히 눈에 띄는 맛은 아니지만 무난한 수준입니다. 다만, 함께 나오는 소스가 느끼함을 잡아주면서 식감을 살려줘서 더 맛있게 즐길 수 있었습니다. 이 소스가 진짜 감초 역할을 하더군요. 한편, 매콤한 음식의 경우 강렬한 매운맛보다는 은은하게 감도는 매운맛이라 매운 음식을 좋아하는 분들께 적합할 것 같습니다. 해산물이 신선하게 들어가 있고 굴이 포함된 육수 덕분에 풍부한 맛을 느낄 수 있는 점도 인상적이었습니다. 전체적으로 공연장 내 음식은 평균 이상의 만족도를 주었습니다."
